code,descriptive statistics,counterfactual analysis,anchor,LIME,waterfall,bee swarm,text slides,box plots,histograms,distribution of features,participant_id
affects > overwhelming > uncertainty,0,1,0,3,1,1,0,0,0,2,MZ_SSH_07
affects > overwhelming > confusion,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
affects > surprise,1,0,0,0,0,0,0,0,0,0,MZ_SSH_07
slides,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
slides > counterfactual analysis,0,0,0,1,0,0,0,0,0,0,MZ_SSH_07
slides > anchor,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
slides > lime,0,1,0,0,3,2,0,0,0,0,MZ_SSH_07
slides > waterfall,0,0,0,3,0,1,0,0,0,0,MZ_SSH_07
slides > bee swarm,0,0,0,2,1,0,0,0,0,0,MZ_SSH_07
slides > text slides,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
slides > box plots,0,0,0,0,0,0,0,0,4,0,MZ_SSH_07
slides > histograms,0,0,0,0,0,0,0,4,0,0,MZ_SSH_07
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
knowledge and experience,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
knowledge and experience > knowledge and experience in fungi,0,2,4,3,2,0,0,0,0,0,MZ_SSH_07
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,2,0,0,0,0,0,0,MZ_SSH_07
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,1,0,0,0,0,0,MZ_SSH_07
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
recommendations,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
recommendations > change of visualisation scheme,0,0,0,0,0,3,0,0,0,1,MZ_SSH_07
recommendations > supplementary materials,1,0,3,0,1,0,0,0,0,3,MZ_SSH_07
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
evaluation criteria,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
evaluation criteria > credibility,0,0,0,0,0,0,3,0,0,0,MZ_SSH_07
evaluation criteria > efficiency,0,0,0,2,0,0,0,0,0,0,MZ_SSH_07
evaluation criteria > precision,0,0,0,1,1,1,1,0,0,0,MZ_SSH_07
evaluation criteria > similarity,0,0,0,1,1,1,0,0,0,0,MZ_SSH_07
evaluation criteria > appropriateness,0,1,2,1,1,0,0,0,0,0,MZ_SSH_07
evaluation criteria > representativeness,0,0,0,0,0,0,1,0,0,0,MZ_SSH_07
evaluation criteria > comprehensibility,0,3,6,4,1,4,1,3,3,1,MZ_SSH_07
evaluation criteria > unreadability,0,0,0,2,3,1,0,1,1,5,MZ_SSH_07
evaluation criteria > importance,0,0,0,2,0,0,0,0,0,0,MZ_SSH_07
evaluation criteria > accuracy,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
evaluation criteria > uselessness,2,0,3,0,2,3,0,2,2,0,MZ_SSH_07
data and features,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
data and features > lack of significant features,0,0,0,0,0,0,0,0,0,0,MZ_SSH_07
data and features > feature significance,2,1,6,1,2,4,0,0,0,0,MZ_SSH_07
data and features > lack of appropriate data,2,0,0,1,1,0,0,0,0,0,MZ_SSH_07
data and features > understanding of annotations,0,0,0,2,5,5,0,0,0,6,MZ_SSH_07
data and features > understanding of data gaps,3,0,4,0,0,0,0,0,0,2,MZ_SSH_07
data and features > legend,0,1,1,0,1,2,0,0,0,0,MZ_SSH_07
data and features > coordinate axes,0,0,0,2,2,3,0,1,1,5,MZ_SSH_07
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_01
expectations > biotope,0,0,0,0,0,0,0,0,0,0,PK_DE_01
expectations > dataset,1,0,0,0,0,0,1,0,0,0,PK_DE_01
expectations > macroscopic features,0,0,1,0,1,0,0,0,0,0,PK_DE_01
expectations > organoleptic features,0,0,0,0,0,2,0,0,0,0,PK_DE_01
expectations > user-centred approach,0,0,0,0,0,0,1,0,0,0,PK_DE_01
trust,0,0,1,0,3,0,2,0,0,0,PK_DE_01
barriers,0,0,2,0,2,0,0,0,1,0,PK_DE_01
barriers > concerns,0,0,1,0,1,0,0,0,0,0,PK_DE_01
methods of analysis,1,1,0,1,2,0,0,0,0,0,PK_DE_01
methods of analysis > ai hypotheses,0,0,0,0,0,0,1,0,0,0,PK_DE_01
methods of analysis > identification practice,0,3,2,1,0,0,1,0,0,0,PK_DE_01
methods of analysis > omission,5,1,1,3,1,4,0,0,0,3,PK_DE_01
methods of analysis > taxons,4,3,1,2,2,1,1,0,0,0,PK_DE_01
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_01
methods of analysis > difficulties,1,3,0,1,1,0,0,0,0,0,PK_DE_01
methods of analysis > discrepancies,0,0,0,0,0,1,0,0,0,1,PK_DE_01
methods of analysis > thoroughness,0,2,0,0,0,0,0,0,0,0,PK_DE_01
methods of analysis > reflection time,0,1,0,0,0,0,0,0,0,0,PK_DE_01
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,PK_DE_01
personification,0,0,0,0,0,0,0,0,0,0,PK_DE_01
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_01
associations,0,0,0,0,0,0,0,0,0,0,PK_DE_01
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_01
associations > fungi guides,0,0,0,0,0,0,0,0,0,0,PK_DE_01
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_01
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_01
negative reception,0,0,0,0,0,0,0,0,0,0,PK_DE_01
positive reception,0,0,0,0,0,0,0,0,0,0,PK_DE_01
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_01
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_01
aesthetics > layout,0,0,0,0,0,0,0,0,0,0,PK_DE_01
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_01
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_01
affects > nervousness,0,0,0,0,0,0,0,0,0,0,PK_DE_01
affects > interest,0,0,0,0,0,0,0,0,0,0,PK_DE_01
affects > reluctance,0,2,0,0,0,0,0,0,1,0,PK_DE_01
affects > overwhelming,0,0,1,0,1,0,0,0,0,0,PK_DE_01
affects > overwhelming > uncertainty,1,1,0,1,2,0,1,0,0,0,PK_DE_01
affects > overwhelming > confusion,0,0,0,1,0,0,0,0,0,0,PK_DE_01
affects > overwhelming > tiredness,0,0,1,0,0,0,0,0,0,0,PK_DE_01
affects > surprise,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides > lime,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides > box plots,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides > histograms,0,0,0,0,0,0,0,0,0,0,PK_DE_01
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_01
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_01
knowledge and experience > knowledge and experience in fungi,8,4,1,7,4,4,1,0,0,2,PK_DE_01
knowledge and experience > knowledge and experience in fungi > names and species of fungi,8,10,1,2,8,4,3,0,0,0,PK_DE_01
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_01
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,0,0,0,0,0,0,0,0,PK_DE_01
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_01
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_01
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,PK_DE_01
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,PK_DE_01
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_01
evaluation criteria > credibility,0,0,0,1,0,0,0,0,0,0,PK_DE_01
evaluation criteria > efficiency,2,0,2,1,2,0,1,0,0,0,PK_DE_01
evaluation criteria > precision,0,1,1,0,0,0,0,0,0,0,PK_DE_01
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_01
evaluation criteria > appropriateness,0,1,0,2,0,0,0,0,0,0,PK_DE_01
evaluation criteria > representativeness,0,0,0,0,0,0,0,0,0,0,PK_DE_01
evaluation criteria > comprehensibility,1,0,0,0,0,0,0,0,0,0,PK_DE_01
evaluation criteria > unreadability,3,3,3,5,5,2,0,0,2,1,PK_DE_01
evaluation criteria > importance,7,1,3,5,1,4,0,0,0,0,PK_DE_01
evaluation criteria > accuracy,0,1,0,0,0,1,0,0,0,0,PK_DE_01
evaluation criteria > uselessness,0,0,0,0,0,0,0,0,0,0,PK_DE_01
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_01
data and features > lack of significant features,0,0,2,0,0,0,0,0,0,0,PK_DE_01
data and features > feature significance,7,1,2,5,1,4,0,0,0,0,PK_DE_01
data and features > lack of appropriate data,0,0,0,0,0,0,0,0,1,0,PK_DE_01
data and features > understanding of annotations,0,1,0,1,0,0,0,0,0,1,PK_DE_01
data and features > understanding of data gaps,7,0,0,0,0,0,0,0,0,0,PK_DE_01
data and features > legend,0,2,0,0,0,0,0,0,0,0,PK_DE_01
data and features > coordinate axes,0,0,0,0,0,0,0,0,1,0,PK_DE_01
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_02
expectations > biotope,0,0,0,0,0,0,1,0,0,9,PK_DE_02
expectations > dataset,0,0,0,0,0,0,0,0,0,6,PK_DE_02
expectations > macroscopic features,1,1,0,1,0,0,0,0,0,0,PK_DE_02
expectations > organoleptic features,0,0,0,0,0,0,0,0,0,0,PK_DE_02
expectations > user-centred approach,0,0,0,0,0,0,0,0,0,0,PK_DE_02
trust,0,0,1,0,1,0,1,0,0,0,PK_DE_02
barriers,0,0,0,0,3,2,0,0,0,0,PK_DE_02
barriers > concerns,0,0,1,0,1,0,1,0,0,0,PK_DE_02
methods of analysis,0,1,0,0,1,5,0,0,0,0,PK_DE_02
methods of analysis > ai hypotheses,0,0,1,0,1,0,1,1,1,0,PK_DE_02
methods of analysis > identification practice,0,2,0,1,0,0,0,0,0,8,PK_DE_02
methods of analysis > omission,0,3,0,0,0,0,0,0,0,19,PK_DE_02
methods of analysis > taxons,2,7,1,2,6,0,2,0,0,13,PK_DE_02
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_02
methods of analysis > difficulties,0,2,0,0,0,0,0,2,0,0,PK_DE_02
methods of analysis > discrepancies,0,2,0,0,0,0,0,0,0,0,PK_DE_02
methods of analysis > thoroughness,0,1,0,1,0,0,2,0,0,1,PK_DE_02
methods of analysis > reflection time,1,0,0,0,0,1,0,0,0,0,PK_DE_02
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,1,0,0,2,0,PK_DE_02
personification,0,0,0,0,0,0,0,0,0,0,PK_DE_02
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_02
associations,0,2,0,0,0,3,0,0,0,0,PK_DE_02
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_02
associations > fungi guides,0,0,0,0,0,0,0,0,0,0,PK_DE_02
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_02
associations > taxonomic keys,1,0,0,0,0,0,0,0,0,4,PK_DE_02
negative reception,0,0,0,0,0,0,0,0,0,0,PK_DE_02
positive reception,0,1,1,0,0,1,1,1,1,2,PK_DE_02
aesthetics,0,0,0,0,0,0,0,0,0,1,PK_DE_02
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_02
aesthetics > layout,0,3,0,0,1,1,0,0,0,0,PK_DE_02
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_02
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_02
affects > nervousness,0,0,0,0,0,0,0,0,0,0,PK_DE_02
affects > interest,0,3,1,1,0,0,0,1,1,0,PK_DE_02
affects > reluctance,0,0,0,0,0,0,0,0,0,0,PK_DE_02
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,PK_DE_02
affects > overwhelming > uncertainty,0,2,1,2,1,0,0,0,2,2,PK_DE_02
affects > overwhelming > confusion,0,0,0,0,0,0,0,0,0,0,PK_DE_02
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_02
affects > surprise,0,0,0,0,0,0,0,0,1,0,PK_DE_02
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_02
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_02
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_02
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_02
slides > lime,0,0,0,0,0,0,0,0,0,0,PK_DE_02
slides > waterfall,0,0,0,0,0,2,0,0,0,0,PK_DE_02
slides > bee swarm,0,0,0,0,2,0,0,0,0,0,PK_DE_02
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_02
slides > box plots,0,0,0,0,0,0,0,0,1,0,PK_DE_02
slides > histograms,0,0,0,0,0,0,0,1,0,0,PK_DE_02
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_02
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_02
knowledge and experience > knowledge and experience in fungi,6,7,1,4,6,2,3,0,0,13,PK_DE_02
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,4,2,2,3,2,0,0,0,13,PK_DE_02
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_02
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,0,0,0,0,0,0,0,0,PK_DE_02
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_02
recommendations > change of visualisation scheme,0,2,0,0,0,0,0,2,1,0,PK_DE_02
recommendations > supplementary materials,0,0,0,0,1,0,0,0,0,0,PK_DE_02
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,PK_DE_02
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_02
evaluation criteria > credibility,0,0,0,0,0,0,0,0,0,0,PK_DE_02
evaluation criteria > efficiency,0,1,1,0,0,2,0,1,0,0,PK_DE_02
evaluation criteria > precision,0,0,0,0,0,0,0,0,0,2,PK_DE_02
evaluation criteria > similarity,0,3,0,0,0,0,0,0,0,0,PK_DE_02
evaluation criteria > appropriateness,0,2,0,0,4,2,3,0,0,0,PK_DE_02
evaluation criteria > representativeness,0,0,0,0,0,0,0,0,0,0,PK_DE_02
evaluation criteria > comprehensibility,2,2,2,3,0,2,4,0,0,2,PK_DE_02
evaluation criteria > unreadability,0,2,0,0,0,0,0,3,5,0,PK_DE_02
evaluation criteria > importance,1,2,1,1,4,2,1,0,0,16,PK_DE_02
evaluation criteria > accuracy,0,0,0,0,0,1,0,0,0,0,PK_DE_02
evaluation criteria > uselessness,0,0,0,0,0,0,0,0,0,0,PK_DE_02
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_02
data and features > lack of significant features,0,1,0,1,1,1,1,0,0,0,PK_DE_02
data and features > feature significance,1,1,1,0,3,1,0,0,0,16,PK_DE_02
data and features > lack of appropriate data,0,0,0,2,1,0,0,2,1,0,PK_DE_02
data and features > understanding of annotations,0,3,0,0,4,1,0,0,0,1,PK_DE_02
data and features > understanding of data gaps,5,0,0,0,0,0,0,0,0,0,PK_DE_02
data and features > legend,0,3,0,1,1,1,0,2,0,0,PK_DE_02
data and features > coordinate axes,0,0,0,0,0,0,0,0,1,0,PK_DE_02
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_03
expectations > biotope,0,0,0,0,0,1,1,0,0,0,PK_DE_03
expectations > dataset,0,0,0,0,0,1,0,0,0,0,PK_DE_03
expectations > macroscopic features,0,0,0,0,1,3,0,0,0,1,PK_DE_03
expectations > organoleptic features,0,0,0,0,0,0,0,0,0,0,PK_DE_03
expectations > user-centred approach,0,0,0,0,0,0,0,0,0,1,PK_DE_03
trust,0,0,0,0,0,0,0,0,0,1,PK_DE_03
barriers,0,0,0,0,0,0,0,0,0,0,PK_DE_03
barriers > concerns,0,0,0,0,0,0,0,0,0,0,PK_DE_03
methods of analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_03
methods of analysis > ai hypotheses,0,0,0,0,0,0,0,0,0,0,PK_DE_03
methods of analysis > identification practice,0,2,0,0,0,0,0,0,0,0,PK_DE_03
methods of analysis > omission,0,0,0,0,0,0,0,0,2,3,PK_DE_03
methods of analysis > taxons,0,3,3,0,0,2,1,0,0,0,PK_DE_03
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_03
methods of analysis > difficulties,0,0,0,0,0,0,0,0,0,0,PK_DE_03
methods of analysis > discrepancies,0,0,0,0,0,0,0,0,0,0,PK_DE_03
methods of analysis > thoroughness,0,0,0,0,0,0,0,0,0,0,PK_DE_03
methods of analysis > reflection time,0,0,0,0,0,0,0,0,0,0,PK_DE_03
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,PK_DE_03
personification,0,0,0,0,0,1,1,0,0,1,PK_DE_03
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_03
associations,0,0,0,0,0,0,0,0,0,0,PK_DE_03
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_03
associations > fungi guides,1,0,0,0,0,3,0,0,0,0,PK_DE_03
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_03
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_03
negative reception,0,2,1,1,0,0,0,0,0,0,PK_DE_03
positive reception,0,0,0,0,0,0,0,0,0,0,PK_DE_03
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_03
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_03
aesthetics > layout,0,0,0,0,0,0,0,0,0,0,PK_DE_03
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_03
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_03
affects > nervousness,0,2,0,0,0,0,0,0,0,0,PK_DE_03
affects > interest,0,0,0,0,0,0,0,0,0,0,PK_DE_03
affects > reluctance,0,0,0,0,0,0,0,0,0,0,PK_DE_03
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,PK_DE_03
affects > overwhelming > uncertainty,0,0,0,0,0,0,0,0,0,0,PK_DE_03
affects > overwhelming > confusion,0,1,1,0,0,0,0,0,0,0,PK_DE_03
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_03
affects > surprise,1,0,0,0,0,0,0,0,0,0,PK_DE_03
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_03
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_03
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_03
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_03
slides > lime,0,0,0,0,0,0,0,0,0,0,PK_DE_03
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_03
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_03
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_03
slides > box plots,0,0,0,0,0,0,0,0,0,0,PK_DE_03
slides > histograms,0,0,0,0,0,0,0,0,0,0,PK_DE_03
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_03
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_03
knowledge and experience > knowledge and experience in fungi,1,2,0,0,0,4,1,0,0,4,PK_DE_03
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,0,0,0,2,2,0,0,0,PK_DE_03
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_03
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,0,0,0,0,0,0,0,0,PK_DE_03
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_03
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_03
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,PK_DE_03
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,PK_DE_03
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_03
evaluation criteria > credibility,0,0,1,0,0,2,1,0,0,1,PK_DE_03
evaluation criteria > efficiency,0,0,0,0,0,0,0,0,0,0,PK_DE_03
evaluation criteria > precision,0,0,0,0,0,0,0,0,0,2,PK_DE_03
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_03
evaluation criteria > appropriateness,0,0,0,0,0,1,1,0,0,2,PK_DE_03
evaluation criteria > representativeness,0,0,0,0,0,0,1,0,0,0,PK_DE_03
evaluation criteria > comprehensibility,2,0,0,0,0,0,0,0,0,2,PK_DE_03
evaluation criteria > unreadability,0,1,4,2,1,0,0,1,0,0,PK_DE_03
evaluation criteria > importance,0,5,3,1,3,7,0,0,0,1,PK_DE_03
evaluation criteria > accuracy,0,0,0,0,0,0,0,0,0,0,PK_DE_03
evaluation criteria > uselessness,0,0,0,0,0,0,0,0,0,0,PK_DE_03
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_03
data and features > lack of significant features,0,5,3,1,3,3,0,0,0,0,PK_DE_03
data and features > feature significance,0,0,0,0,0,5,0,0,0,1,PK_DE_03
data and features > lack of appropriate data,0,0,0,0,0,0,0,0,0,0,PK_DE_03
data and features > understanding of annotations,0,1,0,0,0,0,0,0,0,0,PK_DE_03
data and features > understanding of data gaps,2,0,1,0,0,0,0,0,0,0,PK_DE_03
data and features > legend,0,0,0,0,0,0,0,0,0,0,PK_DE_03
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,0,PK_DE_03
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_04
expectations > biotope,2,0,0,0,0,0,0,1,0,2,PK_DE_04
expectations > dataset,0,0,0,0,1,1,0,0,0,0,PK_DE_04
expectations > macroscopic features,0,0,1,0,2,0,0,0,0,0,PK_DE_04
expectations > organoleptic features,0,0,0,1,0,1,0,0,0,1,PK_DE_04
expectations > user-centred approach,0,0,0,3,2,1,0,0,0,2,PK_DE_04
trust,0,1,2,2,1,0,0,0,0,3,PK_DE_04
barriers,0,1,3,2,3,2,3,0,0,0,PK_DE_04
barriers > concerns,0,1,0,2,1,0,0,0,0,3,PK_DE_04
methods of analysis,0,0,0,2,1,3,1,0,0,0,PK_DE_04
methods of analysis > ai hypotheses,0,0,0,0,0,0,0,0,0,0,PK_DE_04
methods of analysis > identification practice,0,0,1,0,0,0,0,0,0,1,PK_DE_04
methods of analysis > omission,5,2,4,9,4,5,0,2,1,10,PK_DE_04
methods of analysis > taxons,0,3,1,1,3,0,2,0,0,2,PK_DE_04
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_04
methods of analysis > difficulties,0,0,1,0,0,0,0,0,0,0,PK_DE_04
methods of analysis > discrepancies,1,0,0,0,0,0,0,0,0,0,PK_DE_04
methods of analysis > thoroughness,1,1,0,0,0,0,2,0,0,0,PK_DE_04
methods of analysis > reflection time,1,0,0,0,0,0,1,0,0,0,PK_DE_04
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,PK_DE_04
personification,0,0,0,0,0,0,0,0,0,0,PK_DE_04
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_04
associations,0,0,0,0,0,0,0,0,0,0,PK_DE_04
associations > apps,0,0,0,0,0,2,0,0,0,0,PK_DE_04
associations > fungi guides,0,0,0,0,0,2,1,0,0,0,PK_DE_04
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_04
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_04
negative reception,1,0,1,0,0,1,1,0,0,2,PK_DE_04
positive reception,0,0,0,2,0,0,0,0,1,0,PK_DE_04
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_04
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_04
aesthetics > layout,0,0,0,0,0,0,0,0,0,0,PK_DE_04
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_04
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_04
affects > nervousness,0,0,0,0,1,1,0,1,1,0,PK_DE_04
affects > interest,0,3,0,2,0,0,3,0,0,0,PK_DE_04
affects > reluctance,0,0,0,0,0,1,0,0,0,0,PK_DE_04
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,PK_DE_04
affects > overwhelming > uncertainty,0,0,0,0,0,1,2,0,0,0,PK_DE_04
affects > overwhelming > confusion,0,0,0,0,0,0,0,0,0,0,PK_DE_04
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_04
affects > surprise,1,0,0,0,1,0,1,0,0,0,PK_DE_04
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_04
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_04
slides > counterfactual analysis,0,0,0,2,0,0,0,0,0,0,PK_DE_04
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_04
slides > lime,0,2,0,0,0,0,0,0,0,0,PK_DE_04
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_04
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_04
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_04
slides > box plots,0,0,0,0,0,0,0,0,1,0,PK_DE_04
slides > histograms,0,0,0,0,0,0,0,1,0,0,PK_DE_04
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_04
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_04
knowledge and experience > knowledge and experience in fungi,2,1,3,8,2,6,1,2,1,3,PK_DE_04
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,2,2,0,1,0,1,0,0,2,PK_DE_04
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,4,0,0,0,0,PK_DE_04
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,1,0,0,0,0,0,0,2,PK_DE_04
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_04
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_04
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,PK_DE_04
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,PK_DE_04
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_04
evaluation criteria > credibility,0,0,0,4,4,4,4,0,0,2,PK_DE_04
evaluation criteria > efficiency,0,2,5,2,0,4,1,2,1,0,PK_DE_04
evaluation criteria > precision,0,0,0,0,0,0,0,0,0,3,PK_DE_04
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_04
evaluation criteria > appropriateness,0,1,4,7,2,0,9,0,0,3,PK_DE_04
evaluation criteria > representativeness,0,1,0,5,7,4,5,1,1,6,PK_DE_04
evaluation criteria > comprehensibility,0,1,0,1,0,0,2,0,0,0,PK_DE_04
